yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,majorityStatusAtExploit,majorityEntry,citizenship,meansOfControlDebtBondage,meansOfControlTakesEarnings,meansOfControlRestrictsFinancialAccess,meansOfControlThreats,meansOfControlPsychologicalAbuse,meansOfControlPhysicalAbuse,meansOfControlSexualAbuse,meansOfControlFalsePromises,meansOfControlPsychoactiveSubstances,meansOfControlRestrictsMovement,meansOfControlRestrictsMedicalCare,meansOfControlExcessiveWorkingHours,meansOfControlUsesChildren,meansOfControlThreatOfLawEnforcement,meansOfControlWithholdsNecessities,meansOfControlWithholdsDocuments,meansOfControlOther,meansOfControlNotSpecified,meansOfControlConcatenated,isForcedLabour,isSexualExploit,isOtherExploit,isSexAndLabour,isForcedMarriage,isForcedMilitary,isOrganRemoval,isSlaveryAndPractices,typeOfExploitConcatenated,typeOfLabourAgriculture,typeOfLabourAquafarming,typeOfLabourBegging,typeOfLabourConstruction,typeOfLabourDomesticWork,typeOfLabourHospitality,typeOfLabourIllicitActivities,typeOfLabourManufacturing,typeOfLabourMiningOrDrilling,typeOfLabourPeddling,typeOfLabourTransportation,typeOfLabourOther,typeOfLabourNotSpecified,typeOfLabourConcatenated,typeOfSexProstitution,typeOfSexPornography,typeOfSexRemoteInteractiveServices,typeOfSexPrivateSexualServices,typeOfSexConcatenated,isAbduction,RecruiterRelationship,CountryOfExploitation,recruiterRelationIntimatePartner,recruiterRelationFriend,recruiterRelationFamily,recruiterRelationOther,recruiterRelationUnknown
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Physical abuse;False promises,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sexual abuse,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not specified,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Sexual abuse;False promises;Restricts movement,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Psychological abuse;Physical abuse,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not specified,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Physical abuse,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Family/Relative,CN,0,0,1,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Threats;Physical abuse;Sexual abuse,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Threats;Physical abuse;Sexual abuse;False promises,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Not specified,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Threats;Physical abuse;Restricts movement,0,0,0,0,1,0,0,0,Forced marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,-99,-99,0,Friend/Acquaintance,CN,0,1,0,0,0
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Adult,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,-99,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,Minor,-99,KH,0,0,-99,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,1,Not specified,0,1,0,0,0,0,0,0,Sexual exploitation,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,-99,-99,0,-99,KH,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,MG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,MG,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
2018,Case Management,Female,21--23,Adult,-99,-99,UA,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,UA,0,0,0,0,1
